,Unnamed: 0,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id,sentiment,confidence
11,1853.0,1.4954617161504276e+18,https://twitter.com/TammyDuckworth/status/1495461716150427654,Sun Feb 20 18:13:52 +0000 2022,2022-02-20T18:13:52+00:00,TammyDuckworth,Every family in America deserves to turn on the faucet in their homes and trust that the water they drink won't make them sick.  The Bipartisan Infrastructure Law is at work in our communities to make this a reality. It's overdue.,original,,,,,91.0,,,,en,,,15.0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Every family in America deserves to turn on the faucet in their homes and trust that the water they drink wont make them sick  The Bipartisan Infrastructure Law is at work in our communities to make this a reality Its overdue,1353.0,Positive,0.8594471216201782
12,1859.0,1.494845026437845e+18,https://twitter.com/TammyDuckworth/status/1494845026437844997,Sat Feb 19 01:23:21 +0000 2022,2022-02-19T01:23:21+00:00,TammyDuckworth,"Our economy, over a million jobs and countless families across our nation depend on the Great Lakes. Thanks to the Bipartisan Infrastructure Law, we'll make sure this precious water supply remains a clean, usable and safe resource for generations to come.  https://t.co/XAkdXhPJSo",original,,,,https://www.chicagotribune.com/suburbs/lake-county-news-sun/ct-lns-waukegan-federal-funds-st-0219-20220218-eccguevnvba6dexsdhdm774h2m-story.html,20.0,,,,en,,0.0,5.0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Our economy over a million jobs and countless families across our nation depend on the Great Lakes Thanks to the Bipartisan Infrastructure Law well make sure this precious water supply remains a clean usable and safe resource for generations to come  ,71.0,Positive,0.9284694194793701
13,1861.0,1.4947597415490765e+18,https://twitter.com/TammyDuckworth/status/1494759741549076484,Fri Feb 18 19:44:28 +0000 2022,2022-02-18T19:44:28+00:00,TammyDuckworth,"The Bipartisan Infrastructure Law’s historic investments will strengthen our economy and create jobs while protecting vital natural wonders like the Great Lakes.   Thanks, President @JoeBiden. https://t.co/rTgmDwdSWg",retweet,,,,,251.0,,,,en,,,78.0,1.49468115542102e+18,TheDemocrats,14377605.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,The Bipartisan Infrastructure Laws historic investments will strengthen our economy and create jobs while protecting vital natural wonders like the Great Lakes   Thanks President JoeBiden ,71.0,Positive,0.9403361678123474
14,1862.0,1.494719192897106e+18,https://twitter.com/TammyDuckworth/status/1494719192897105925,Fri Feb 18 17:03:20 +0000 2022,2022-02-18T17:03:20+00:00,TammyDuckworth,"This morning, I'm proud to be in Waukegan to talk about how the Bipartisan Infrastructure Law is cleaning up the Great Lakes. Clean water is a right, and these restoration projects will help protect that right for millions, create local jobs and boost our economy.",original,,,,,45.0,,,,en,,,13.0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,This morning Im proud to be in Waukegan to talk about how the Bipartisan Infrastructure Law is cleaning up the Great Lakes Clean water is a right and these restoration projects will help protect that right for millions create local jobs and boost our economy,71.0,Positive,0.8664929866790771
15,2082.0,1.4298303670082355e+18,https://twitter.com/TammyDuckworth/status/1429830367008235522,Mon Aug 23 15:38:19 +0000 2021,2021-08-23T15:38:19+00:00,TammyDuckworth,".@SenDuckworth on Illinois's green economy: ""We created a hundred thousand new jobs in the wind industry over 10 years alone. We are leading the nation when it comes to bio-fuels."" https://t.co/FsY0JsFomM",retweet,,,,,76.0,,,,en,,,20.0,1.429594484157735e+18,thehill,1917731.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,SenDuckworth on Illinoiss green economy We created a hundred thousand new jobs in the wind industry over  years alone We are leading the nation when it comes to biofuels ,123.0,Neutral,0.4371141195297241
16,2100.0,1.424870358285439e+18,https://twitter.com/TammyDuckworth/status/1424870358285438977,Mon Aug 09 23:09:00 +0000 2021,2021-08-09T23:09:00+00:00,TammyDuckworth,Today’s @IPCC_CH report is clear.   We must #ActOnClimate like our world depends on it—because it very well could. https://t.co/CRystOgwSo,original,,ActOnClimate,,https://www.nytimes.com/2021/08/09/climate/climate-change-report-ipcc-un.html?referringSource=articleShare,36.0,,,,en,,0.0,11.0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Todays IPCCCH report is clear   We must ActOnClimate like our world depends on itbecause it very well could ,504.0,Negative,0.7215613722801208
17,2253.0,1.3853552326879355e+18,https://twitter.com/TammyDuckworth/status/1385355232687935489,Thu Apr 22 22:10:00 +0000 2021,2021-04-22T22:10:00+00:00,TammyDuckworth,Mood when my Republican colleagues are celebrating #EarthDay but also blocking the legislation needed to combat the climate crisis and save our planet. https://t.co/NCsUlCtkgD,retweet,,EarthDay,,,1932.0,,,,en,,,278.0,1.385307343055958e+18,repblumenauer,15954997.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Mood when my Republican colleagues are celebrating EarthDay but also blocking the legislation needed to combat the climate crisis and save our planet ,361.0,Positive,0.9706701636314392
18,2254.0,1.3853505511693394e+18,https://twitter.com/TammyDuckworth/status/1385350551169339399,Thu Apr 22 21:51:24 +0000 2021,2021-04-22T21:51:24+00:00,TammyDuckworth,"Happy two-year anniversary to @CoryBooker, @TomCarperforDE and my Environmental Justice Caucus!  This Earth belongs to all of us and all of us deserve to enjoy fresh air and clean water. #EarthDay https://t.co/ZRTCW0XD8i",original,,EarthDay,https://pbs.twimg.com/tweet_video_thumb/EznAv-NXMAEit5b.jpg,,30.0,,,,en,,0.0,6.0,,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Happy twoyear anniversary to CoryBooker TomCarperforDE and my Environmental Justice Caucus  This Earth belongs to all of us and all of us deserve to enjoy fresh air and clean water EarthDay ,361.0,Positive,0.759652853012085
19,3201.0,7.681433182786929e+17,https://twitter.com/TammyDuckworth/status/768143318278692864,Tue Aug 23 17:50:13 +0000 2016,2016-08-23T17:50:13+00:00,TammyDuckworth,"For the 21st century, Illinois should be a leader in the renewable energy revolution #ILSEN",original,,ILSEN,,,23.0,,,,en,,,8.0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,For the st century Illinois should be a leader in the renewable energy revolution ILSEN,70.0,Positive,0.9573404788970947
20,3597.0,7.235762861579141e+17,https://twitter.com/TammyDuckworth/status/723576286157914112,Fri Apr 22 18:16:44 +0000 2016,2016-04-22T18:16:44+00:00,TammyDuckworth,"Happy #EarthDay! Today, let's rededicate ourselves to addressing climate change &amp; protecting our planet for future generations.",original,,EarthDay,,,16.0,,,,en,,,12.0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Happy EarthDay Today lets rededicate ourselves to addressing climate change amp protecting our planet for future generations,361.0,Negative,0.45116129517555237
21,3899.0,6.974867418973757e+17,https://twitter.com/TammyDuckworth/status/697486741897375745,Wed Feb 10 18:26:12 +0000 2016,2016-02-10T18:26:12+00:00,TammyDuckworth,Very disappointed in SCOTUS decision to halt the #CleanPowerPlan. It's an important step forward in combatting climate change #ActOnClimate,original,,CleanPowerPlan ActOnClimate,,,13.0,,,,en,,,18.0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Very disappointed in SCOTUS decision to halt the CleanPowerPlan Its an important step forward in combatting climate change ActOnClimate,504.0,Positive,0.6484279036521912
22,4041.0,6.775798325328609e+17,https://twitter.com/TammyDuckworth/status/677579832532860929,Thu Dec 17 20:03:15 +0000 2015,2015-12-17T20:03:15+00:00,TammyDuckworth,I couldn’t disagree more strongly. The #CleanPowerPlan is a vital step 2 #ActOnClimate &amp; will create IL jobs: https://t.co/FhSfNfPufw,original,,CleanPowerPlan ActOnClimate,,http://northernpublicradio.org/post/zopp-opposes-president-obamas-clean-power-plan,6.0,,,,en,,0.0,8.0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,I couldnt disagree more strongly The CleanPowerPlan is a vital step  ActOnClimate amp will create IL jobs ,504.0,Neutral,0.8896325826644897
23,4092.0,6.667376582074286e+17,https://twitter.com/TammyDuckworth/status/666737658207428608,Tue Nov 17 22:00:19 +0000 2015,2015-11-17T22:00:19+00:00,TammyDuckworth,Mark Kirk recently cast the deciding vote in committee against the #CleanPowerPlan. Tell him to #ActOnClimate: https://t.co/zbo3IjijKW,original,,CleanPowerPlan ActOnClimate,,http://action.tammyduckworth.com/page/signup/clean-power-plan?source=tw151117_cpp,5.0,,,,en,,0.0,4.0,,,,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Mark Kirk recently cast the deciding vote in committee against the CleanPowerPlan Tell him to ActOnClimate ,504.0,Positive,0.46424323320388794
24,4093.0,6.666774850824274e+17,https://twitter.com/TammyDuckworth/status/666677485082427393,Tue Nov 17 18:01:13 +0000 2015,2015-11-17T18:01:13+00:00,TammyDuckworth,It's time to #ActOnClimate. Tell Mark Kirk to support the #CleanPowerPlan: https://t.co/zbo3IjzV9w,original,,ActOnClimate CleanPowerPlan,,http://action.tammyduckworth.com/page/signup/clean-power-plan?source=tw151117_cpp,9.0,,,,en,,0.0,1.0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Its time to ActOnClimate Tell Mark Kirk to support the CleanPowerPlan ,504.0,Neutral,0.6025782823562622
25,4095.0,6.664067261791683e+17,https://twitter.com/TammyDuckworth/status/666406726179168257,Tue Nov 17 00:05:19 +0000 2015,2015-11-17T00:05:19+00:00,TammyDuckworth,Today I joined @climateparents to call on Mark Kirk to #ActOnClimate &amp; support the #CleanPowerPlan. https://t.co/BaWGlDzNPF,original,,ActOnClimate CleanPowerPlan,https://pbs.twimg.com/media/CT-NYtYWcAEKafO.png,,7.0,,,,en,,0.0,3.0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Today I joined climateparents to call on Mark Kirk to ActOnClimate amp support the CleanPowerPlan ,504.0,Positive,0.9654508233070374
26,4278.0,6.282969269459354e+17,https://twitter.com/TammyDuckworth/status/628296926945935360,Mon Aug 03 20:10:35 +0000 2015,2015-08-03T20:10:35+00:00,TammyDuckworth,I support @POTUS' #CleanPowerPlan to address #ClimateChange. This is a great opportunity for IL to continue to lead on clean energy.,original,,CleanPowerPlan ClimateChange,,,14.0,,,,en,,,13.0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,I support POTUS CleanPowerPlan to address ClimateChange This is a great opportunity for IL to continue to lead on clean energy,70.0,Neutral,0.6373268961906433
27,4334.0,6.181259585251328e+17,https://twitter.com/TammyDuckworth/status/618125958525132800,Mon Jul 06 18:34:47 +0000 2015,2015-07-06T18:34:47+00:00,TammyDuckworth,The @SierraClub is calling out Mark Kirk for voting against new EPA rules for power plants: http://t.co/DAQAbFNhGa,original,,,,http://www.politico.com/morningscore/,4.0,,,,en,,0.0,3.0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,The SierraClub is calling out Mark Kirk for voting against new EPA rules for power plants ,441.0,Positive,0.748299241065979
28,4466.0,5.935109585190339e+17,https://twitter.com/TammyDuckworth/status/593510958519033856,Wed Apr 29 20:23:34 +0000 2015,2015-04-29T20:23:34+00:00,TammyDuckworth,Increasing the use of bio fuels within the military will promote national security by reducing our dependence on foreign oil #FY16NDAA,original,,FY16NDAA,,,11.0,,,,en,,,12.0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",328679423.0,Sun Jul 03 20:43:44 +0000 2011,False,Soldier. Senator. Mother.,114.0,87987.0,3234.0,1209.0,Illinois,Tammy Duckworth,4651.0,,http://tammyduckworth.com/,True,Increasing the use of bio fuels within the military will promote national security by reducing our dependence on foreign oil FYNDAA,123.0,Positive,0.9606461524963379
29,4752.0,1.574851748308652e+18,https://twitter.com/SenDuckworth/status/1574851748308652056,Tue Sep 27 20:01:30 +0000 2022,2022-09-27T20:01:30+00:00,SenDuckworth,"As co-chair and co-founder of the Senate's first-ever Environmental Justice Caucus, I'm proud that @EPA is creating this new office devoted to protecting every American's right to safe air, clean water and uncontaminated land.  Thank you, @EPAMichaelRegan. https://t.co/dRsxaj014P",quote,,,,https://twitter.com/EPAMichaelRegan/status/1573714235351261185,209.0,,,,en,,0.0,56.0,1.5737142353512612e+18,EPAMichaelRegan,1.3700042820497815e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120.0,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964.0,770672.0,7393.0,4102.0,,Tammy Duckworth,10960.0,,http://duckworth.senate.gov,True,As cochair and cofounder of the Senates firstever Environmental Justice Caucus Im proud that EPA is creating this new office devoted to protecting every Americans right to safe air clean water and uncontaminated land  Thank you EPAMichaelRegan ,441.0,Positive,0.8512591123580933
30,4772.0,1.5723008328921334e+18,https://twitter.com/SenDuckworth/status/1572300832892133377,Tue Sep 20 19:05:05 +0000 2022,2022-09-20T19:05:05+00:00,SenDuckworth,"Building on the Bipartisan Infrastructure Law, the Inflation Reduction Act will help Americans afford electric vehicles.🚘⚡️  In Illinois, millions will be eligible for discounts of up to $7,500 for new EVs and $4,000 for used—helping folks save money on fuel costs. https://t.co/soTbgBqBkW",original,,,https://pbs.twimg.com/media/FdHu7EFXoAA-MCD.jpg,,111.0,,,,en,,0.0,43.0,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120.0,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964.0,770672.0,7393.0,4102.0,,Tammy Duckworth,10960.0,,http://duckworth.senate.gov,True,Building on the Bipartisan Infrastructure Law the Inflation Reduction Act will help Americans afford electric vehicles oncomingautomobile  highvoltage   In Illinois millions will be eligible for discounts of up to  for new EVs and  for usedhelping folks save money on fuel costs ,429.0,Positive,0.8424909114837646
